"college","city","state","region","locale","lat","long","school_type","adm_rate","adm_rate_all","avg_net_pub","avg_net_priv","avg_cost","avg_tuition","population","avg_fam_inc","md_fam_inc","pct_loan","pct_pell","md_debt","md_earnings_10","pct_25k","default_rate","repay_rate","comp_deg","eng_deg","engtech_deg","math_deg","sci_deg"
"St. Thomas Aquinas College","Sparkill","NY",2,"21","41.041126","-73.934182","2","0.8082","0.80815179198875","NULL","19789",37860,15850,"1147","82156.42043","60619.50773","0.4714","0.2488",23250,45700,0.792,0.043,"0.7985865724",0.0196,0,0,0.0131,0
"Sarah Lawrence College","Bronxville","NY",2,"21","40.934147","-73.84381","2","0.5314","0.53135451505016","NULL","33255",64056,25770,"1366","100244.9503","81778.75683","0.5514","0.1879",13500,37000,0.668,0.013,"0.8600682594",0,0,0,0,0
"Siena College","Loudonville","NY",2,"21","42.718586","-73.75153","2","0.6586","0.65856542301629","NULL","24656",47265,15930,"3085","99484.08057","84047.20879","0.7049","0.2371",27000,54200,0.869,0.024,"0.9009393681",0.027,0,0,0.0282,0.018
"Skidmore College","Saratoga Springs","NY",2,"23","43.092696","-73.785108","2","0.3734","0.37339946937363","NULL","27173",60900,30389,"2612","120073.9164","88394.37286","0.3167","0.1431",19500,43000,0.756,0.023,"0.8941441441",0.0117,0,0,0.0175,0.0365
"Saint Joseph's College-New York","Brooklyn","NY",2,"11","40.690485","-73.968037","2","0.7073","0.70734126984126","NULL","15627",27542,15725,"3985","69457.02824","49058.9492","0.5416","0.3204",22143.5,52000,0.816,0.04,"0.7811568277",0.0208,0,0,0.027,0.0046
"Saint John Fisher College","Rochester","NY",2,"21","43.117064","-77.516979","2","0.6791","0.67909280500521","NULL","23666",40209,18573,"2834","81527.72619","70109.45254","0.7668","0.3096",24980,45200,0.828,0.035,"0.8564231738",0.006,0,0,0.0214,0.0321
"St John's University-New York","Queens","NY",2,"11","40.721979","-73.795301","2","0.6252","0.62522142745027","NULL","28032",51420,22125,"10878","70568.12337","49438.35796","0.5599","0.3009",25910,52700,0.811,0.065,"0.7434782609",0.029,0,0.0019,0.0028,0.0182
"Farmingdale State College","Farmingdale","NY",2,"21","40.75408","-73.426371","1","0.4665","0.46652517846806","9516","NULL",14257,5571,"7768","61228.07539","40864.39686","0.3045","0.2863",15958.5,46600,0.792,0.05,"0.7427561837",0.0462,0,0.1143,0.0064,0
"SUNY at Albany","Albany","NY",2,"13","42.686917","-73.825014","1","0.5584","0.55840036773155","16144","NULL",21968,6348,"12659","65896.01283","45612.51221","0.5944","0.3904",21489.5,50100,0.831,0.046,"0.832884097",0.0211,0.006,0,0.0338,0.0268
"SUNY at Binghamton","Vestal","NY",2,"22","42.088049","-75.971143","1","0.4406","0.44056385440774","18536","NULL",22688,7150,"13372","77210.04976","54407.98556","0.4653","0.2861",20000,57400,0.848,0.029,"0.8484210526",0.0359,0.0986,0,0.0287,0.0284
"University at Buffalo","Buffalo","NY",2,"21","43.001433","-78.790103","1","0.5781","0.57806166318634","16293","NULL",21996,8627,"19488","64705.17806","44784.64179","0.4693","0.2965",19500,48400,0.821,0.031,"0.7935890309",0.0208,0.1313,0,0.0153,0.0268
"Stony Brook University","Stony Brook","NY",2,"21","40.913138","-73.123595","1","0.4134","0.41341875778608","13519","NULL",21358,7992,"16170","63833.04856","40034.31174","0.4496","0.3351",19351,55000,0.827,0.029,"0.8303425775",0.0422,0.0676,0,0.0496,0.0278
"SUNY College of Environmental Science and Forestry","Syracuse","NY",2,"12","43.034355","-76.139236","1","0.5113","0.51127819548872","18321","NULL",23671,5570,"1718","82283.81017","72565.00759","0.5746","0.2697",20450,42000,0.778,0.021,"0.8796747967",0,0.0702,0.0307,0,0.0263
"SUNY Polytechnic Institute","Utica","NY",2,"22","43.13528","-75.2292","1","0.561","0.56102973812694","15920","NULL",20924,5536,"1890","55649.47702","42031.99004","0.5721","0.4169",17500,49600,0.831,0.046,"0.714987715",0.1298,0.0319,0.1708,0.0091,0
"SUNY College at Brockport","Brockport","NY",2,"31","43.209862","-77.949824","1","0.4895","0.48950762616439","14949","NULL",20224,5102,"6951","58264.12374","43546.43178","0.7013","0.401",21500,41300,0.795,0.037,"0.7750086535",0.0187,0,0,0.0214,0.0128
"SUNY Buffalo State","Buffalo","NY",2,"11","42.934199","-78.88067","1","0.6155","0.61547013977128","11899","NULL",18129,4158,"9185","48102.45675","33940.07561","0.6549","0.4952",21500,38100,0.739,0.079,"0.7275894101",0.0234,0,0.0223,0.0112,0.0071
"SUNY College at Cortland","Cortland","NY",2,"32","42.590158","-76.197909","1","0.4896","0.48961768113358","18661","NULL",22480,5533,"6311","83552.45176","72385.94025","0.6642","0.2805",21500,45000,0.81,0.029,"0.8585697163",0,0,0,0.0123,0.0148
"SUNY at Fredonia","Fredonia","NY",2,"32","42.450961","-79.336109","1","0.5322","0.53223954060705","16708","NULL",21269,5151,"4900","70298.12669","59486.15473","0.7107","0.3586",24750,39600,0.777,0.047,"0.8273663561",0.0225,0,0,0.0067,0.0192
"SUNY College at Geneseo","Geneseo","NY",2,"32","42.796864","-77.821999","1","0.5913","0.59129500268672","18305","NULL",21589,5680,"5497","87318.4344","75719.51992","0.4898","0.251",20500,46200,0.841,0.02,"0.898096992",0.0041,0,0,0.042,0.0593
"State University of New York at New Paltz","New Paltz","NY",2,"21","41.737205","-74.088727","1","0.4193","0.41927728398659","16353","NULL",20939,6051,"6464","69453.27534","49507.49701","0.5239","0.2962",19500,43600,0.764,0.028,"0.8284382284",0.0118,0.0141,0,0.0159,0.017
"SUNY Oneonta","Oneonta","NY",2,"33","42.466555","-75.064186","1","0.4988","0.4987916450889","17209","NULL",21555,4942,"5803","81857.19728","71801.63501","0.6184","0.2988",22500,42300,0.781,0.031,"0.8625919118",0.0087,0,0,0.0174,0.0269
"SUNY College at Oswego","Oswego","NY",2,"32","43.453047","-76.543885","1","0.4837","0.48366902558519","16916","NULL",21673,5178,"7102","72377.94577","57768.20955","0.6916","0.4116",22500,40800,0.769,0.051,"0.8090020728",0.0151,0.0012,0,0.0046,0.033
"SUNY College at Potsdam","Potsdam","NY",2,"33","44.662862","-74.976889","1","0.6758","0.67584869059165","15445","NULL",20536,4559,"3669","66376.93435","51125.76248","0.7286","0.4543",25500,36700,0.706,0.04,"0.7493489583",0.0162,0,0,0.027,0.035
"SUNY at Purchase College","Purchase","NY",2,"21","41.047092","-73.700127","1","0.4082","0.40819554277498","19103","NULL",23719,6336,"3925","69881.05588","50487.83506","0.6098","0.331",22844,34400,0.653,0.051,"0.7746835443",0,0,0,0.0167,0.0011
"SUNY College at Old Westbury","Old Westbury","NY",2,"21","40.789842","-73.570966","1","0.6235","0.62349570200573","7756","NULL",15734,4182,"4173","46768.99388","30994.92991","0.4662","0.5073",15609.5,43200,0.754,0.077,"0.6380368098",0.0155,0,0,0.0188,0.0033
"SUNY College at Plattsburgh","Plattsburgh","NY",2,"32","44.691103","-73.467342","1","0.4786","0.47858495030761","14741","NULL",20791,5252,"5430","69680.22345","54367.28844","0.6407","0.3566",22000,39500,0.759,0.056,"0.7531934307",0.0195,0,0,0.015,0.018
"SUNY Empire State College","Saratoga Springs","NY",2,"23","43.078304","-73.779915","1","0.8112","0.8111620795107","12857","NULL",19533,4688,"9949","34353.37697","26164.18125","0.3576","0.3495",24089,39300,0.706,0.065,"0.5902609631",0,0,0,0,0.066
"SUNY Maritime College","Throggs Neck","NY",2,"11","40.809048","-73.800336","1","0.5265","0.52646239554317","18431","NULL",22429,6399,"1624","100217.6176","86748.3211","0.5022","0.2423",26500,74500,0.888,0.051,"0.8707124011",0,0.4095,0.0356,0,0.0445
"Syracuse University","Syracuse","NY",2,"12","43.040005","-76.136633","2","0.5323","0.53228816722657","NULL","29658",57450,22079,"14768","95191.36271","70254.42836","0.5506","0.2608",27000,56600,0.852,0.033,"0.8905648267",0.0543,0.0862,0,0.0036,0.009
"Touro College","New York","NY",2,"11","40.75348","-73.989691","2","0.2978","0.29780464524339","NULL","22502",31668,12576,"5870","35411.53634","22579.78202","0.2771","0.4598",12500,29400,0.559,0.06,"0.513229431",0.0148,0,0,0.0071,0
"Union College","Schenectady","NY",2,"13","42.817578","-73.928498","2","0.4112","0.41120976692563","NULL","31498",60042,27513,"2204","131881.6187","108904.4874","0.5757","0.1558",26679,64000,0.913,0.008,"0.9273182957",0.0194,0.132,0,0.033,0.0913
"United States Merchant Marine Academy","Kings Point","NY",0,"21","40.812154","-73.762534","1","NULL","NULL","5538","NULL",8988,602,"939","76931.15931","70214.58795","0.0668","0.0783",NA,82000,0.926,0.029,"0.9236641221",0,0.5804,0,0,0
"Utica College","Utica","NY",2,"13","43.095183","-75.272407","2","0.8153","0.81533859124286","NULL","21787",45579,14758,"2857","59980.5804","44704.77368","0.7511","0.3947",25000,43700,0.801,0.046,"0.6838174274",0.0045,0,0,0.012,0.0165
"Vassar College","Poughkeepsie","NY",2,"21","41.685105","-73.894345","2","0.2354","0.23535457348406","NULL","21002",61320,25998,"2389","86313.10183","67868.5359","0.3714","0.2325",16725,49300,0.804,0.003,"0.9294403893",0.0112,0,0,0.0192,0.0272
"Wagner College","Staten Island","NY",2,"11","40.615003","-74.09573","2","0.7218","0.72178002894356","NULL","28711",51751,23434,"1813","99174.45462","85927.95419","0.6124","0.1906",26978,54800,0.836,0.03,"0.8742138365",0.0087,0,0,0.0109,0.0066
"Wells College","Aurora","NY",2,"42","42.744314","-76.696512","2","0.5659","0.56593886462882","NULL","20692",49800,12882,"525","64407.0591","54156.08343","0.8315","0.4906",27000,33700,0.718,0.073,"0.82",0.0093,0,0,0,0.0093
"Yeshiva University","New York","NY",2,"11","40.8508","-73.928541","2","0.818","0.81796829125073","NULL","24098",55075,22288,"2814","88317.92462","63183.99605","0.2554","0.1879",19000,56000,0.759,0.017,"0.911637931",0.0066,0,0,0.0144,0.021
"Appalachian State University","Boone","NC",5,"32","36.214844","-81.680234","1","0.6266","0.62661039537983","14165","NULL",19017,6100,"16116","70746.89219","58407.49546","0.4698","0.2714",20000,36400,0.763,0.034,"0.8440197287",0.0101,0,0.0184,0.0065,0.0258
"Barton College","Wilson","NC",5,"31","35.735463","-77.913805","2","0.3846","0.3845657087504","NULL","20282",38209,15311,"998","55295.31456","41241.62282","0.7843","0.4664",27000,36000,0.745,0.113,"0.7104825291",0,0,0,0.0082,0
"Belmont Abbey College","Belmont","NC",5,"22","35.261276","-81.041847","2","0.6923","0.69230769230769","NULL","22625",31278,10292,"1545","69441.67865","44303.12512","0.7485","0.5086",27000,36000,0.742,0.137,"0.5803757829",0,0,0,0.0238,0
"Bennett College","Greensboro","NC",5,"11","36.067531","-79.77998","2","0.9179","0.91794871794871","NULL","21650",30549,7755,"553","29973.23726","21306.47075","0.8574","0.7265",37000,26900,0.518,0.118,"0.4058441558",0,0,0,0.0095,0
"Brevard College","Brevard","NC",5,"31","35.237657","-82.729763","2","0.4321","0.43212036389083","NULL","20341",36307,12523,"696","65137.84021","52121.8246","0.709","0.4037",26460.5,28800,0.56,0.133,"0.737037037",0,0,0,0.0242,0
"Campbell University","Buies Creek","NC",5,"31","35.409333","-78.739508","2","0.6806","0.68064992614475","NULL","25051",42061,12550,"4228","51387.44463","37347.75103","0.7505","0.3751",23992.5,42600,0.772,0.044,"0.7660324172",0.062,0,0,0.0076,0.0076
"Catawba College","Salisbury","NC",5,"22","35.692445","-80.486575","2","0.359","0.35896047644829","NULL","25954",39042,18808,"1274","57523.3848","42923.28999","0.7306","0.4518",23878.5,37000,0.746,0.082,"0.7604562738",0,0,0,0.0072,0.0217
"Chowan University","Murfreesboro","NC",5,"32","36.436258","-77.099141","2","0.5981","0.59810650887573","NULL","15353",31573,11367,"1478","34276.3689","24643.80526","0.8648","0.6892",32000,33400,0.694,0.197,"0.5257048093",0,0,0,0.0109,0
"Davidson College","Davidson","NC",5,"21","35.500006","-80.845236","2","0.2167","0.21672661870503","NULL","15757",57458,20505,"1765","99316.10976","67536.12532","0.2008","0.1342",16385,51800,0.827,0.013,"0.9356725146",0,0,0,0.0531,0.0467
"Duke University","Durham","NC",5,"12","36.00159","-78.94226","2","0.1141","0.11407543698252","NULL","25369",61748,22556,"6480","69626.16797","36494.12884","0.313","0.1404",7500,76700,0.905,0.006,"0.9229989868",0.0286,0.1405,0,0.0281,0.0281
"East Carolina University","Greenville","NC",5,"13","35.606347","-77.366199","1","0.7728","0.77283273570976","14981","NULL",20710,6806,"21207","66756.95275","51149.93561","0.5681","0.3357",24360,39000,0.782,0.051,"0.7727115118",0.015,0.0157,0.0537,0.0031,0.0138
"Elizabeth City State University","Elizabeth City","NC",5,"32","36.273539","-76.210063","1","0.49","0.49002659574468","2509","NULL",12305,2966,"1763","33407.79315","24013.33823","0.774","0.7072",26000,29500,0.591,0.218,"0.4032723773",0.0246,0,0.0184,0.0164,0.0307
"Elon University","Elon","NC",5,"22","36.104149","-79.505632","2","0.5393","0.53930862778894","NULL","34102",43388,25949,"5782","142279.8879","122445.9468","0.3281","0.0898",23951,46500,0.839,0.009,"0.9009009009",0.0168,0.0034,0,0.0143,0.0101
"Fayetteville State University","Fayetteville","NC",5,"12","35.072485","-78.894709","1","0.5032","0.50316301703163","6794","NULL",14366,3287,"4862","31029.77677","23349.9751","0.6723","0.5776",21278,30500,0.607,0.106,"0.4397722295",0.0124,0,0,0.0124,0.0135
"Gardner-Webb University","Boiling Springs","NC",5,"32","35.24732","-81.668141","2","0.6712","0.67123695976155","NULL","20173",37620,9144,"2688","52043.00444","37894.80577","0.4028","0.24",23988,36000,0.744,0.08,"0.7095343681",0.0199,0,0,0.0061,0.0061
"Greensboro College","Greensboro","NC",5,"11","36.071082","-79.800232","2","0.7311","0.73112719751809","NULL","21547",38810,13604,"741","57509.30703","38059.97873","0.732","0.4271",26000,34900,0.716,0.125,"0.6598984772",0,0,0,0,0.005
"Guilford College","Greensboro","NC",5,"11","36.092563","-79.888848","2","0.6218","0.62179273575474","NULL","23469",45395,12312,"1998","56240.01774","36428.08621","0.6568","0.4318",26960,37500,0.746,0.107,"0.6167218543",0.0593,0,0,0.0061,0.0327
"High Point University","High Point","NC",5,"12","35.972674","-79.994545","2","0.8019","0.80188933873144","NULL","36542",45350,23711,"4197","141269.9825","113962.1225","0.4791","0.115",23250,37100,0.738,0.065,"0.6789554531",0.0089,0,0,0.0076,0.0063
"Johnson C Smith University","Charlotte","NC",5,"11","35.243384","-80.854842","2","0.4225","0.42252038937121","NULL","20797",31993,10223,"1375","32756.61351","24057.08764","0.7988","0.6647",31142,30800,0.614,0.215,"0.3595505618",0.0685,0.0363,0,0.0121,0.0121
"Lees-McRae College","Banner Elk","NC",5,"42","36.162777","-81.873919","2","0.6196","0.61955085865257","NULL","20279",38540,9804,"934","58716.53979","50637.89944","0.7427","0.482",21000,33800,0.668,0.104,"0.7679671458",0,0,0,0,0
"Lenoir-Rhyne University","Hickory","NC",5,"13","35.73904","-81.326161","2","0.658","0.65797682709447","NULL","19369",41612,12322,"1377","60388.35874","43970.07361","0.7009","0.4272",26000,35900,0.761,0.081,"0.7672849916",0.0218,0,0,0.0093,0.0249
"Livingstone College","Salisbury","NC",5,"22","35.670743","-80.484459","2","0.6425","0.64253393665158","NULL","15936",25920,12732,"1301","26404.95336","19614.2887","0.9247","0.8529",41000,24100,0.48,0.247,"0.3151618399",0.1039,0,0,0.026,0
"Mars Hill University","Mars Hill","NC",5,"21","35.825858","-82.550859","2","0.6209","0.62094207511139","NULL","17523",38086,9370,"1396","49489.78585","36016.95506","0.7819","0.559",27000,31800,0.655,0.184,"0.6885758998",0.014,0,0,0.014,0.0234
"Meredith College","Raleigh","NC",5,"11","35.797197","-78.689175","2","0.6127","0.6126878130217","NULL","21944",40570,18662,"1618","70678.66973","55171.89712","0.6633","0.3405",26000,36700,0.739,0.035,"0.7496671105",0.0174,0,0,0.0291,0.0145
"Methodist University","Fayetteville","NC",5,"12","35.137854","-78.875024","2","0.5594","0.559375","NULL","22483",46685,13927,"2171","55124.58477","38423.8754","0.5818","0.3995",27000,38800,0.767,0.086,"0.6815869786",0.0252,0,0.0224,0.0168,0.0308
"Montreat College","Montreat","NC",5,"21","35.645844","-82.297522","2","0.4606","0.46057571964956","NULL","19453",35580,9323,"647","50144.05311","38303.11602","0.7833","0.4361",27498,38800,0.726,0.053,"0.7007722008",0.023,0,0,0,0
"University of Mount Olive","Mount Olive","NC",5,"31","35.206314","-78.071265","2","0.4685","0.46850209986","NULL","13331",26982,8484,"3258","42414.84445","31425.302","0.7425","0.5281",27250,38100,0.765,0.089,"0.6710022953",0.0075,0,0,0.0013,0.0063
"North Carolina A & T State University","Greensboro","NC",5,"11","36.076737","-79.770152","1","0.57","0.57003533568904","10573","NULL",18198,5359,"8894","44086.72436","31333.31003","0.7947","0.6091",28500,33000,0.661,0.148,"0.4017952554",0.0344,0.1169,0.0552,0.0108,0.0122
"University of North Carolina at Asheville","Asheville","NC",5,"13","35.616618","-82.565259","1","0.7314","0.73139158576051","12421","NULL",18574,6444,"3425","56598.71239","39326.6487","0.4625","0.3365",21451.5,34500,0.71,0.047,"0.7185990338",0.0427,0.016,0,0.0227,0.032
"University of North Carolina at Chapel Hill","Chapel Hill","NC",5,"13","35.912165","-79.050969","1","0.285","0.28498021192391","13243","NULL",23978,12502,"17908","79465.53671","57812.08362","0.3198","0.2128",16149,51000,0.845,0.016,"0.8878835563",0.0245,0,0,0.0216,0.0433
"University of North Carolina at Charlotte","Charlotte","NC",5,"11","35.306834","-80.73579","1","0.6409","0.64087123638693","12479","NULL",18044,7245,"22120","59134.63571","42880.96442","0.5881","0.4045",23187,41500,0.789,0.055,"0.7672895396",0.0504,0.0782,0.0328,0.0181,0.0266
"University of North Carolina at Greensboro","Greensboro","NC",5,"11","36.067503","-79.809844","1","0.6073","0.60727091633466","12186","NULL",18640,5658,"14497","51017.62691","36987.38729","0.576","0.4447",22864,36000,0.737,0.06,"0.7294673967",0.028,0,0,0.0059,0.0072
"North Carolina Central University","Durham","NC",5,"12","35.974237","-78.898602","1","0.4322","0.43215365463275","10464","NULL",18354,5216,"5554","35353.52865","25611.09939","0.8241","0.6498",31000,31600,0.643,0.133,"0.3631284916",0.0237,0,0,0.0066,0.0085
"North Carolina State University at Raleigh","Raleigh","NC",5,"11","35.785111","-78.674517","1","0.516","0.51597123709827","14811","NULL",22046,8400,"22925","78526.00768","64696.72731","0.4176","0.2221",20500,47600,0.83,0.034,"0.8467592593",0.0269,0.2291,0.0093,0.0174,0.0218
"North Carolina Wesleyan College","Rocky Mount","NC",5,"13","36.017443","-77.774231","2","0.5326","0.53261274692508","NULL","21365",37812,11484,"1864","32432.05561","23750.32279","0.7971","0.5974",22555,36200,0.711,0.144,"0.5322222222",0.0828,0,0,0.0153,0
"University of North Carolina Wilmington","Wilmington","NC",5,"12","34.225223","-77.875527","1","0.5855","0.58552460296797","15604","NULL",20292,7246,"12686","69589.28705","51616.16283","0.5178","0.2899",20584,39400,0.777,0.044,"0.7784679089",0.0149,0,0,0.0087,0.0261
"William Peace University","Raleigh","NC",5,"11","35.789105","-78.636793","2","0.6291","0.62905317769131","NULL","18742",38415,10837,"1077","48919.57428","34525.19987","0.7687","0.5338",23500,33900,0.658,0.061,"0.7011494253",0,0,0,0,0
"University of North Carolina at Pembroke","Pembroke","NC",5,"32","34.687231","-79.201895","1","0.7326","0.73258983890954","11266","NULL",17014,3982,"5303","41574.8923","30409.71579","0.669","0.55",21000,32300,0.667,0.142,"0.6063218391",0.0267,0,0,0.002,0.0336
"Pfeiffer University","Misenheimer","NC",5,"42","35.484696","-80.283168","2","0.4723","0.47233201581027","NULL","16691",35538,11159,"951","58331.74696","45129.38131","0.755","0.4385",24000,36000,0.734,0.084,"0.6930693069",0.0447,0,0,0.0122,0.0041
"Queens University of Charlotte","Charlotte","NC",5,"11","35.188929","-80.832227","2","0.7845","0.78447395301327","NULL","24290",43239,14527,"1621","64913.47503","42258.87651","0.6505","0.308",26000,37800,0.733,0.039,"0.7078488372",0.01,0,0,0.0025,0.0075
"Saint Augustine's University","Raleigh","NC",5,"11","35.785032","-78.621806","2","0.7403","0.74025974025974","NULL","27654",31636,7393,"1016","30422.00885","23739.79365","0.6844","0.6205",35198,25300,0.509,0.233,"0.3458563536",0.0265,0.031,0,0,0
"Salem College","Winston-Salem","NC",5,"12","36.087531","-80.241357","2","0.5985","0.59849300322927","NULL","14669",40574,7258,"946","45432.67656","31273.70522","0.8018","0.5832",25000,31900,0.659,0.056,"0.6834862385",0,0,0,0.0297,0.0149
"Shaw University","Raleigh","NC",5,"11","35.771181","-78.637693","2","0.5935","0.59347901491501","NULL","24385",29344,14108,"1661","27857.39261","20323.35054","0.909","0.793",39764.5,26400,0.528,0.182,"0.3493530499",0.0523,0,0,0,0
"St Andrews University","Laurinburg","NC",5,"32","34.746283","-79.478385","2","0.5713","0.54278728606356","NULL","22272",39741,8660,"601","52325.40889","36879.51755","0.7429","0.4269",21562,34800,0.711,0.147,"0.6279069767",0,0,0,0,0.0137
"Wake Forest University","Winston-Salem","NC",5,"12","36.135301","-80.279004","2","0.3441","0.34409569205863","NULL","30472",60210,29439,"4861","119980.0055","82443.5009","0.32","0.1081",22320,59800,0.884,0.012,"0.9430485762",0.0078,0,0,0.0121,0.0425
"Warren Wilson College","Swannanoa","NC",5,"21","35.611762","-82.441097","2","0.7177","0.71768707482993","NULL","22323",43000,14211,"819","62987.89891","48656.80195","0.5771","0.3675",23250,25800,0.514,0.041,"0.8586206897",0,0,0,0,0.0417
"Wingate University","Wingate","NC",5,"21","34.979384","-80.444465","2","0.7506","0.75064384184214","NULL","16915",36669,11874,"1941","66286.79916","54189.23852","0.6939","0.3838",26500,37800,0.771,0.034,"0.7835951134",0,0,0,0.0189,0.0296
"Winston-Salem State University","Winston-Salem","NC",5,"12","36.089197","-80.224905","1","0.6016","0.60162418226934","8200","NULL",16559,4270,"4743","39582.08351","30010.89404","0.7191","0.5796",27000,32300,0.647,0.133,"0.4788799241",0.0182,0,0,7e-04,0.0073
"Western Carolina University","Cullowhee","NC",5,"32","35.311102","-83.182104","1","0.4311","0.43109494739576","13395","NULL",18549,5595,"8603","57999.24144","46438.47118","0.5689","0.3841",21810,35800,0.746,0.07,"0.719406042",0.0058,0.0047,0.0416,0.0084,0.0216
